review,rating,date,bank,source
Good App,4,2024-10-12 16:04:14,BOA,Google Play
Best app to me,5,2024-10-11 20:16:21,BOA,Google Play
BOA,5,2024-10-11 15:31:58,BOA,Google Play
Abdulkadir,5,2024-10-11 08:28:56,BOA,Google Play
Bad,1,2024-10-10 14:17:31,BOA,Google Play
If it is possible I would gove0 star,1,2024-10-08 15:20:37,BOA,Google Play
Nise mobile bankig,4,2024-10-05 14:39:26,BOA,Google Play
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04 22:34:24,BOA,Google Play
Ok,5,2024-10-04 16:20:43,BOA,Google Play
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04 10:23:06,BOA,Google Play
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04 08:18:27,BOA,Google Play
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04 04:55:49,BOA,Google Play
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04 04:30:33,BOA,Google Play
Good,3,2024-10-03 17:17:09,BOA,Google Play
Worest app,1,2024-10-03 11:57:35,BOA,Google Play
The worest app ever,1,2024-10-03 11:54:58,BOA,Google Play
አሪፍ ነው በርቱልን,5,2024-10-03 00:53:27,BOA,Google Play
Wwwerrr,5,2024-10-02 18:16:32,BOA,Google Play
ጀማል ውቀቱ,5,2024-09-30 15:46:53,BOA,Google Play
Great For Financial company,5,2024-09-30 08:13:34,BOA,Google Play
Very easy to use,5,2024-09-30 07:48:28,BOA,Google Play
The App's crash always.. Error.....,3,2024-09-27 15:25:54,BOA,Google Play
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26 20:13:35,BOA,Google Play
nice,5,2024-09-26 04:56:33,BOA,Google Play
Great UI and seamless UX. I love it!!,5,2024-09-25 20:51:19,BOA,Google Play
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25 20:18:13,BOA,Google Play
It's easy used to operate program and secured 👍👍,4,2024-09-25 15:00:21,BOA,Google Play
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21 13:34:07,BOA,Google Play
Amazing,5,2024-09-19 11:07:21,BOA,Google Play
Great app with great services,5,2024-09-19 08:32:07,BOA,Google Play
Yes active user,5,2024-09-17 15:47:44,BOA,Google Play
Shameful,1,2024-09-17 15:26:12,BOA,Google Play
The worest app ever made i would not recommende for no one,1,2024-09-16 19:05:52,BOA,Google Play
Good application,5,2024-09-16 17:08:14,BOA,Google Play
I like,5,2024-09-16 14:00:21,BOA,Google Play
Good,5,2024-09-16 12:15:56,BOA,Google Play
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15 19:36:11,BOA,Google Play
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15 07:59:12,BOA,Google Play
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14 15:37:34,BOA,Google Play
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14 14:09:31,BOA,Google Play
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14 01:48:46,BOA,Google Play
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13 20:50:22,BOA,Google Play
Bes and freindly app,5,2024-09-13 06:47:02,BOA,Google Play
It doesn't work.,1,2024-09-12 11:20:37,BOA,Google Play
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11 21:39:38,BOA,Google Play
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11 13:19:05,BOA,Google Play
Good,5,2024-09-10 11:30:24,BOA,Google Play
Smart technology,5,2024-09-10 08:48:06,BOA,Google Play
Yegema app tish🪨,1,2024-09-08 07:53:43,BOA,Google Play
Ok,5,2024-09-07 17:12:32,BOA,Google Play
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07 09:42:49,BOA,Google Play
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06 18:16:55,BOA,Google Play
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06 09:06:12,BOA,Google Play
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05 22:48:22,BOA,Google Play
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05 19:52:21,BOA,Google Play
good,5,2024-09-05 07:22:58,BOA,Google Play
Fast one,3,2024-09-04 21:10:02,BOA,Google Play
Nice looking app but a terrible user experience.,1,2024-09-03 16:30:49,BOA,Google Play
The worest MB app ever!!🙄,1,2024-09-02 13:13:33,BOA,Google Play
Very good,5,2024-09-01 18:47:47,BOA,Google Play
It is ok,5,2024-09-01 11:56:42,BOA,Google Play
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30 12:05:08,BOA,Google Play
Good,5,2024-08-30 12:01:27,BOA,Google Play
Apollo's,1,2024-08-29 21:26:11,BOA,Google Play
The worst experience ever,1,2024-08-29 16:17:17,BOA,Google Play
Hussenaliumar,5,2024-08-29 11:35:33,BOA,Google Play
Good,3,2024-08-28 15:14:12,BOA,Google Play
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28 05:35:38,BOA,Google Play
It is not work for my device,5,2024-08-27 17:21:28,BOA,Google Play
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26 13:15:02,BOA,Google Play
The worst app ever,1,2024-08-26 11:41:26,BOA,Google Play
Good,5,2024-08-26 11:03:09,BOA,Google Play
Betanya Gebre,3,2024-08-23 20:29:23,BOA,Google Play
I dont recommand it to any one,1,2024-08-23 10:05:36,BOA,Google Play
Good,5,2024-08-22 08:00:42,BOA,Google Play
Excellent app,5,2024-08-21 12:20:16,BOA,Google Play
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20 11:35:21,BOA,Google Play
ትርሃስ,5,2024-08-19 17:58:10,BOA,Google Play
Gio,4,2024-08-19 12:12:51,BOA,Google Play
App isn't working,1,2024-08-18 19:48:13,BOA,Google Play
Best app,5,2024-08-18 19:19:44,BOA,Google Play
so far good but always it lugs,3,2024-08-17 18:16:57,BOA,Google Play
Don't trust this bank and its service.,1,2024-08-16 13:31:36,BOA,Google Play
"I can not open and use the application,please help me!",5,2024-08-15 20:13:25,BOA,Google Play
Horrible,1,2024-08-14 21:31:06,BOA,Google Play
Mostly not working 😑,1,2024-08-14 11:29:24,BOA,Google Play
Good,5,2024-08-13 19:26:12,BOA,Google Play
Awesome 👌,5,2024-08-12 13:38:07,BOA,Google Play
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12 12:23:20,BOA,Google Play
Thank you,3,2024-08-12 10:06:19,BOA,Google Play
Very poor app b/c highly slow to open the app,1,2024-08-12 06:56:44,BOA,Google Play
Ok,5,2024-08-12 02:46:06,BOA,Google Play
best,1,2024-08-12 01:34:06,BOA,Google Play
Best app,5,2024-08-11 21:38:09,BOA,Google Play
Wedi Tekle .,5,2024-08-11 15:13:14,BOA,Google Play
Bad app📱👎👎👎,1,2024-08-11 11:39:15,BOA,Google Play
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11 08:12:42,BOA,Google Play
Nice appp,5,2024-08-11 06:23:42,BOA,Google Play
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10 17:31:56,BOA,Google Play
Gooood app my dear,5,2024-08-10 01:59:07,BOA,Google Play
Harun tamam galanaa,3,2024-08-09 16:30:52,BOA,Google Play
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08 14:31:00,BOA,Google Play
Gamebela,1,2024-08-08 14:07:21,BOA,Google Play
so poor app to use can't start up when open the app,1,2024-08-08 09:48:54,BOA,Google Play
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07 15:34:52,BOA,Google Play
Good job,5,2024-08-07 12:56:13,BOA,Google Play
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07 12:03:34,BOA,Google Play
good,3,2024-08-07 10:50:31,BOA,Google Play
Good,5,2024-08-07 10:14:08,BOA,Google Play
Bad app .,1,2024-08-06 20:40:31,BOA,Google Play
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06 17:12:53,BOA,Google Play
Review,5,2024-08-06 17:00:43,BOA,Google Play
Goood,4,2024-08-06 15:21:08,BOA,Google Play
Ok,5,2024-08-06 14:33:00,BOA,Google Play
👎👎👎👎👎👎👎👎👎,1,2024-08-05 23:59:16,BOA,Google Play
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04 12:53:44,BOA,Google Play
The previous version is better it doesn't work,1,2024-08-04 08:16:27,BOA,Google Play
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03 22:59:13,BOA,Google Play
ok,5,2024-08-03 21:37:02,BOA,Google Play
Nice,5,2024-08-03 10:16:43,BOA,Google Play
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03 10:00:33,BOA,Google Play
Great,5,2024-08-03 09:20:06,BOA,Google Play
It's a useless app,1,2024-08-02 08:54:12,BOA,Google Play
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01 18:04:25,BOA,Google Play
Poor network,1,2024-08-01 07:48:09,BOA,Google Play
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31 22:20:53,BOA,Google Play
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31 14:03:12,BOA,Google Play
"It's not working totally, what a useless app is it,",1,2024-07-31 12:54:39,BOA,Google Play
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31 08:01:07,BOA,Google Play
this is so disappointing app 😞,1,2024-07-30 23:37:56,BOA,Google Play
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29 16:48:26,BOA,Google Play
Ok,5,2024-07-29 09:47:11,BOA,Google Play
Nays,5,2024-07-28 19:19:24,BOA,Google Play
The worst app,1,2024-07-28 17:35:54,BOA,Google Play
it can't even open and only display error messages,1,2024-07-27 20:01:32,BOA,Google Play
not active,1,2024-07-27 14:39:42,BOA,Google Play
To get good quality,5,2024-07-27 08:22:10,BOA,Google Play
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26 10:36:44,BOA,Google Play
uselss app dont download,1,2024-07-26 10:36:14,BOA,Google Play
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25 22:24:26,BOA,Google Play
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25 11:35:54,BOA,Google Play
Corrupted and poor app,1,2024-07-24 17:58:27,BOA,Google Play
Good,1,2024-07-24 10:51:19,BOA,Google Play
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24 09:27:07,BOA,Google Play
Nice,5,2024-07-24 08:54:06,BOA,Google Play
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23 22:29:08,BOA,Google Play
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23 17:53:32,BOA,Google Play
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23 17:36:47,BOA,Google Play
Poor application. It turned off by itself,1,2024-07-23 15:06:20,BOA,Google Play
Okay,5,2024-07-23 14:54:10,BOA,Google Play
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23 09:35:15,BOA,Google Play
we want international mobile banking,1,2024-07-22 22:31:31,BOA,Google Play
"screenshot isn't working, Please modify it",2,2024-07-22 16:38:15,BOA,Google Play
Naziriet measho 89160437,1,2024-07-21 23:45:21,BOA,Google Play
Ahmed Mohammed husen,3,2024-07-21 18:33:55,BOA,Google Play
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19 21:15:38,BOA,Google Play
I have experiance,5,2024-07-19 21:12:05,BOA,Google Play
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19 17:36:11,BOA,Google Play
Wow,5,2024-07-19 15:21:51,BOA,Google Play
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19 08:35:32,BOA,Google Play
ርይርፍ,3,2024-07-19 07:11:01,BOA,Google Play
The previous application is much better than this one,1,2024-07-18 16:40:55,BOA,Google Play
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18 10:45:25,BOA,Google Play
mal,5,2024-07-16 22:55:56,BOA,Google Play
It is not working at all,1,2024-07-16 19:29:37,BOA,Google Play
Excellent,5,2024-07-16 18:57:45,BOA,Google Play
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16 15:37:32,BOA,Google Play
Wow,5,2024-07-16 12:01:39,BOA,Google Play
😞😞😞😞,1,2024-07-15 23:13:22,BOA,Google Play
😡😡😡😡😡😡😡,1,2024-07-15 18:03:16,BOA,Google Play
The worst banking app,1,2024-07-15 14:06:42,BOA,Google Play
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15 11:56:57,BOA,Google Play
No work app,5,2024-07-15 11:41:15,BOA,Google Play
Is ok but stop sundenly,5,2024-07-15 09:00:54,BOA,Google Play
🤷🤷🤷,3,2024-07-15 05:57:33,BOA,Google Play
experienced,5,2024-07-14 21:35:03,BOA,Google Play
Very poor app. Its Always cresh and not compatible,2,2024-07-13 17:10:50,BOA,Google Play
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13 11:39:40,BOA,Google Play
BoA,5,2024-07-13 10:36:22,BOA,Google Play
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13 10:27:20,BOA,Google Play
Boa,5,2024-07-13 06:50:46,BOA,Google Play
The new app is very good,5,2024-07-12 23:05:22,BOA,Google Play
It's very good but sometimes isn't work probably,5,2024-07-12 17:10:09,BOA,Google Play
It doesn't work,1,2024-07-12 16:38:05,BOA,Google Play
ጭራሽ አይነፋም,1,2024-07-12 14:57:35,BOA,Google Play
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12 03:11:29,BOA,Google Play
The worst mobile banking app,1,2024-07-11 21:17:00,BOA,Google Play
It is not fast,3,2024-07-11 17:48:34,BOA,Google Play
Ok,5,2024-07-11 16:50:36,BOA,Google Play
Useless,1,2024-07-11 15:17:12,BOA,Google Play
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11 14:10:32,BOA,Google Play
ሀየ,5,2024-07-10 17:10:57,BOA,Google Play
Too late!,1,2024-07-10 16:58:49,BOA,Google Play
No work,5,2024-07-10 11:03:47,BOA,Google Play
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09 21:36:45,BOA,Google Play
After update it doesn't work well,2,2024-07-09 09:48:40,BOA,Google Play
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08 21:19:38,BOA,Google Play
Good but Very slow.,1,2024-07-08 11:26:38,BOA,Google Play
Very good app,5,2024-07-07 05:19:52,BOA,Google Play
"It is so bad apps ,it doesn't work",1,2024-07-06 16:34:02,BOA,Google Play
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06 08:20:49,BOA,Google Play
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05 20:21:32,BOA,Google Play
Miliyone.,5,2024-07-05 17:55:55,BOA,Google Play
🙏🙏🙏,5,2024-07-05 14:01:25,BOA,Google Play
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04 13:46:13,BOA,Google Play
Is it even working these days? Please check it.,1,2024-07-04 11:03:15,BOA,Google Play
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04 09:59:38,BOA,Google Play
Please make it functional.,5,2024-07-03 21:38:48,BOA,Google Play
its best app but its don't working in poor connection area so,5,2024-07-03 15:11:03,BOA,Google Play
Please Recover thank you,5,2024-07-02 18:26:30,BOA,Google Play
Best,5,2024-07-01 12:13:46,BOA,Google Play
This app doesn't work,1,2024-06-30 12:39:50,BOA,Google Play
Excellent app,5,2024-06-29 16:46:54,BOA,Google Play
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27 22:33:38,BOA,Google Play
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27 20:27:52,BOA,Google Play
It demands to disable developer option.,1,2024-06-27 18:09:58,BOA,Google Play
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26 17:45:58,BOA,Google Play
Open Open service,5,2024-06-25 23:57:45,BOA,Google Play
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25 11:10:14,BOA,Google Play
ok,1,2024-06-24 22:12:38,BOA,Google Play
I like this super app!,5,2025-11-26 12:49:43,Dashen,Google Play
Very disappointing application. it's getting worst by the day. both Amole and their super app. Just abysmal. Very sad.,1,2025-10-31 17:25:05,Dashen,Google Play
"Banking made simple, smart, and safe.",5,2025-10-28 13:35:23,Dashen,Google Play
It is the best of all i liked it i used it almost 2 years. As a idea i ask dashen bank system officier please make it self registerable app,5,2025-10-27 17:37:55,Dashen,Google Play
gngu,5,2025-10-20 23:31:58,Dashen,Google Play
"The app is very good , but it does not tell the account number to which transfer is made and the transfer reciever also does not know from whom the transaction was made.Moreover it requires frequent update within short period. Hence improve it accordingly.",4,2025-09-09 21:24:44,Dashen,Google Play
"The best app and easy to use. The only draw back, it has no password reset option without going to brach. Pls modify it.",3,2025-08-24 18:32:32,Dashen,Google Play
Please enable the app for sreen shoot,1,2025-08-18 23:21:56,Dashen,Google Play
good,3,2025-08-11 15:57:40,Dashen,Google Play
good,4,2025-08-08 13:37:50,Dashen,Google Play
the best mobile banking app in Ethiopia,5,2025-07-19 14:31:07,Dashen,Google Play
ግኡድ app,5,2025-07-17 07:00:03,Dashen,Google Play
nice app,5,2025-07-16 15:23:32,Dashen,Google Play
it's awesome application but there is no available card less système,5,2025-07-11 23:20:27,Dashen,Google Play
The app suddenly stops,1,2025-06-12 11:00:48,Dashen,Google Play
nice app,4,2025-06-12 09:07:13,Dashen,Google Play
it is even super than super app,5,2025-06-12 08:28:59,Dashen,Google Play
It would be more helpful if a/c no used for transfer are saved and usable for any future time transfers,4,2025-06-10 06:27:08,Dashen,Google Play
truly one step ahead,4,2025-06-09 19:39:25,Dashen,Google Play
best,5,2025-06-05 07:34:06,Dashen,Google Play
nice application,4,2025-05-27 13:41:03,Dashen,Google Play
best,5,2025-05-22 22:11:40,Dashen,Google Play
bast smart bank sistem dashen amole dashen bamk,5,2025-05-17 08:25:53,Dashen,Google Play
best app,5,2025-05-16 15:30:27,Dashen,Google Play
ለአጠቃቀም እጅግ ቀላልና ድህንነቱ የተጠበቀ ነው።,5,2025-05-16 06:10:05,Dashen,Google Play
"Worst app possible, I don't think it gets worse than this. Least user friendly process to exchange your own money, far too many hurdles you have to get past to make a simple money transfer. Even after getting past all the hurdles you are restricted with a min and I believe a max amount of your own money you have access to, not to mention time restrictions; I wasn't able to access my money past midnight multiple times. You can't change tab to another app, having opened this without it crashing.",1,2025-05-15 12:30:37,Dashen,Google Play
I'm a Dashen Bank customer as I know its function and duty. Thanks.,5,2025-05-15 11:10:36,Dashen,Google Play
Amole is the digital mobile application what i prefer.,5,2025-05-15 10:01:15,Dashen,Google Play
nice,4,2025-05-12 19:43:20,Dashen,Google Play
best mobile banking app👍,5,2025-05-10 14:23:36,Dashen,Google Play
Complicated and fake app,1,2025-04-29 08:40:22,Dashen,Google Play
Its Good updation from Previous,3,2025-04-25 19:54:25,Dashen,Google Play
yarid dima,5,2025-04-17 19:35:48,Dashen,Google Play
Best app,5,2025-04-14 01:40:38,Dashen,Google Play
"Requires updates too frequently, often has server related issues, the fingerprint always requires updating, it's the most unreliable app I've used and always fails when you want to make urgent payments.",2,2025-04-10 08:19:27,Dashen,Google Play
dashin,3,2025-04-08 00:37:25,Dashen,Google Play
disappointed because of option to transfer cash on telebirr is limited for self only.... those and other similar given choices by the bank used us to choose this bank over others! no doubt I will be not preferring this bank with no unique incentives.,1,2025-03-29 21:42:37,Dashen,Google Play
everything is perfect,5,2025-03-29 14:33:11,Dashen,Google Play
good,4,2025-03-26 10:06:30,Dashen,Google Play
good,5,2025-03-26 07:42:08,Dashen,Google Play
Dashin Bank#1,5,2025-03-20 06:30:56,Dashen,Google Play
Both Amole & Dashen superApp are by far the worst mobile banking apps i have ever came across. if only there is 0 star option,1,2025-03-18 17:01:15,Dashen,Google Play
"funny app, so much gymnastics just to be an app for sending and receiving money.",3,2025-03-18 09:40:24,Dashen,Google Play
I use this app so many times so i like it,5,2025-03-17 14:50:55,Dashen,Google Play
Why did u change the option to transfer to other tellebirr account,1,2025-03-17 13:41:12,Dashen,Google Play
It's nice and simple to use app.,5,2025-03-16 23:19:37,Dashen,Google Play
Just 👍,5,2025-03-15 10:25:36,Dashen,Google Play
Not god its,5,2025-03-14 18:19:26,Dashen,Google Play
Regarding Internet banking i really choice a Dashen Bank and I have one recommendation for app developer shall considere the low android level means 4-6 android to adress all types of android users because now a days the current updated app can't support such android.Thanks!!!,5,2025-03-08 18:01:41,Dashen,Google Play
It doesn't work,1,2025-03-02 11:40:09,Dashen,Google Play
ምርጥ,5,2025-02-28 07:46:45,Dashen,Google Play
Best,5,2025-02-26 14:14:00,Dashen,Google Play
Please the update is refused to be download on my phone tecno f1. Please solve this issue ASAP,1,2025-02-26 13:08:17,Dashen,Google Play
Excellent app,5,2025-02-24 09:46:13,Dashen,Google Play
"Very poor service, always not responding when ever we need to transfer I rate it 0 !",1,2025-02-23 11:17:49,Dashen,Google Play
The recent update is broken. It diesn't allow to take screen shots (which by it self is not a problem) and the share button of a transaction doesn't work nor it will download the transaction receipt. I know security is especially important for banking systems but such a huge limitations on functionality will not serve the app any good. I guess the super app is the way to go.,2,2025-02-21 18:55:54,Dashen,Google Play
It is good but have so much problem ...even it say not compateble to your phone...it not easy for work ..,1,2025-02-20 18:45:12,Dashen,Google Play
Dashen bank ATM,5,2025-02-20 10:58:32,Dashen,Google Play
Good,1,2025-02-18 08:27:57,Dashen,Google Play
Good Banking App,5,2025-02-17 09:48:26,Dashen,Google Play
stay hamble,5,2025-02-14 08:58:07,Dashen,Google Play
Great,5,2025-02-13 18:15:58,Dashen,Google Play
ይሄ አሪፍ,2,2025-02-12 17:56:21,Dashen,Google Play
good app i like it but still i am confused because i cannot use prperly so Please check the app,3,2025-02-12 09:08:39,Dashen,Google Play
Very slow and it seems it needs update everytime,1,2025-02-12 09:05:25,Dashen,Google Play
Best,5,2025-02-12 08:13:49,Dashen,Google Play
Nice,5,2025-02-11 16:29:29,Dashen,Google Play
Open app amole dashin,5,2025-02-10 21:43:48,Dashen,Google Play
Akiliua,5,2025-02-10 12:35:45,Dashen,Google Play
Perfiekt,5,2025-02-10 06:08:31,Dashen,Google Play
Help,5,2025-02-08 15:49:19,Dashen,Google Play
Good app,5,2025-02-08 11:31:26,Dashen,Google Play
A very fast mobile banking app,5,2025-02-07 18:39:52,Dashen,Google Play
Good,5,2025-02-07 17:13:09,Dashen,Google Play
Good,5,2025-02-07 14:42:39,Dashen,Google Play
Good job,5,2025-02-07 13:32:00,Dashen,Google Play
Good job,5,2025-02-07 06:08:28,Dashen,Google Play
It's nice and easy to use,5,2025-02-07 05:43:04,Dashen,Google Play
Nice app,5,2025-02-07 04:54:01,Dashen,Google Play
Good app i used it always,5,2025-02-07 04:15:51,Dashen,Google Play
It is very very slow pls update,2,2025-02-06 07:32:28,Dashen,Google Play
Very slow and it seems that every update something else is not working. The latest update doesn't allow me to use biometrics anymore and maximum daily transfer to Telebirr is 5k?!,1,2025-02-04 19:00:43,Dashen,Google Play
Good app Amole Wonderful,5,2025-02-01 17:19:22,Dashen,Google Play
This app needs many modifications. It takes long time to log in to the account. It is not as fast as CBE. please Update it🙏🙏🙏,1,2025-02-01 08:19:24,Dashen,Google Play
"The app is cool, but unlike other banks they don't provide a receipt for mobile banking transactions, which makes it useless for payments that require receipt",2,2025-01-31 19:41:58,Dashen,Google Play
I am glad to customer with you .I have plan to use dube ale and amole.,5,2025-01-27 21:33:43,Dashen,Google Play
WOW that's awesome,5,2025-01-27 17:18:54,Dashen,Google Play
I cant choose select an account,1,2025-01-26 07:32:29,Dashen,Google Play
Good👍,5,2025-01-22 14:23:55,Dashen,Google Play
Good,5,2025-01-16 17:03:04,Dashen,Google Play
wow,5,2025-01-15 09:20:01,Dashen,Google Play
we needs modification at all !,1,2025-01-14 10:51:11,Dashen,Google Play
It was good at first but now the system is very bad.please try to fix it.,1,2025-01-14 04:38:48,Dashen,Google Play
